,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0471,0.065,0.72,0.472,-0.082,0.176
mkt-rf,0.9808,0.011,91.63,0.0,0.96,1.002
FX Factor,-0.002,0.002,-0.927,0.355,-0.006,0.002
