,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1074,0.133,0.808,0.42,-0.154,0.369
mkt-rf,0.9774,0.012,83.927,0.0,0.954,1.0
FX Factor,-0.0042,0.005,-0.895,0.372,-0.013,0.005
