,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0019,0.471,-0.004,0.997,-0.93,0.926
mkt-rf,0.9994,0.041,24.196,0.0,0.918,1.081
FX Factor,0.0003,0.017,0.017,0.986,-0.032,0.033
