,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1511,0.117,-1.287,0.199,-0.382,0.08
mkt-rf,1.0222,0.019,54.503,0.0,0.985,1.059
FX Factor,0.0059,0.005,1.272,0.205,-0.003,0.015
