,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1088,0.336,0.324,0.746,-0.553,0.771
mkt-rf,1.0161,0.029,34.495,0.0,0.958,1.074
FX Factor,-0.0036,0.012,-0.305,0.761,-0.027,0.02
