,coef,std err,t,P>|t|,[0.025,0.975]
const,0.2482,0.072,3.465,0.001,0.107,0.389
mkt-rf,0.9406,0.017,55.199,0.0,0.907,0.974
FX Factor,-0.0093,0.003,-3.513,0.001,-0.014,-0.004
