,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0842,0.1,0.842,0.401,-0.113,0.281
mkt-rf,1.0045,0.016,61.4,0.0,0.972,1.037
FX Factor,-0.0026,0.003,-0.814,0.416,-0.009,0.004
