,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0005,0.159,-0.003,0.998,-0.313,0.312
mkt-rf,1.0162,0.038,26.904,0.0,0.942,1.091
FX Factor,0.0003,0.006,0.057,0.954,-0.011,0.012
