,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0466,0.102,-0.455,0.65,-0.248,0.155
mkt-rf,0.9857,0.009,109.813,0.0,0.968,1.003
FX Factor,0.0014,0.004,0.392,0.695,-0.006,0.009
