,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0417,0.072,0.582,0.561,-0.1,0.183
mkt-rf,0.9906,0.017,58.084,0.0,0.957,1.024
FX Factor,-0.0016,0.003,-0.603,0.547,-0.007,0.004
