,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0236,0.084,-0.282,0.778,-0.188,0.141
mkt-rf,0.999,0.02,50.186,0.0,0.96,1.038
FX Factor,0.0007,0.003,0.243,0.808,-0.005,0.007
