,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0467,0.069,0.674,0.501,-0.09,0.183
mkt-rf,0.9939,0.011,89.754,0.0,0.972,1.016
FX Factor,-0.0018,0.003,-0.66,0.51,-0.007,0.004
