,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.5367,0.409,-1.312,0.191,-1.343,0.269
mkt-rf,1.0106,0.036,28.185,0.0,0.94,1.081
FX Factor,0.0195,0.014,1.351,0.178,-0.009,0.048
