,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1263,0.14,-0.899,0.369,-0.403,0.15
mkt-rf,0.9768,0.012,79.372,0.0,0.953,1.001
FX Factor,0.0042,0.005,0.849,0.397,-0.006,0.014
