,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.074,0.094,-0.784,0.434,-0.26,0.112
mkt-rf,0.9997,0.015,64.769,0.0,0.969,1.03
FX Factor,0.0024,0.003,0.783,0.435,-0.004,0.008
