,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4358,0.349,-1.247,0.213,-1.124,0.252
mkt-rf,0.9871,0.031,32.238,0.0,0.927,1.047
FX Factor,0.0155,0.012,1.257,0.21,-0.009,0.04
