,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0184,0.174,0.105,0.916,-0.325,0.362
mkt-rf,0.978,0.015,63.993,0.0,0.948,1.008
FX Factor,-0.001,0.006,-0.16,0.873,-0.013,0.011
