,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1866,0.338,-0.552,0.582,-0.853,0.48
mkt-rf,1.0044,0.03,33.887,0.0,0.946,1.063
FX Factor,0.0068,0.012,0.568,0.57,-0.017,0.03
