,coef,std err,t,P>|t|,[0.025,0.975]
const,0.912,0.584,1.562,0.123,-0.255,2.079
mkt-rf,0.9433,0.058,16.253,0.0,0.827,1.059
FX Factor,-0.0316,0.021,-1.489,0.141,-0.074,0.011
