,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1866,0.127,-1.467,0.144,-0.437,0.064
mkt-rf,1.0393,0.03,34.357,0.0,0.98,1.099
FX Factor,0.0069,0.005,1.474,0.142,-0.002,0.016
