,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2025,0.13,-1.562,0.12,-0.458,0.053
mkt-rf,1.0504,0.031,34.062,0.0,0.99,1.111
FX Factor,0.0076,0.005,1.585,0.114,-0.002,0.017
