,coef,std err,t,P>|t|,[0.025,0.975]
const,0.185,0.186,0.992,0.322,-0.182,0.552
mkt-rf,0.9744,0.016,59.639,0.0,0.942,1.007
FX Factor,-0.007,0.007,-1.057,0.292,-0.02,0.006
