,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0728,0.126,0.579,0.563,-0.175,0.32
mkt-rf,1.0229,0.03,34.229,0.0,0.964,1.082
FX Factor,-0.0021,0.005,-0.457,0.648,-0.011,0.007
