,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0134,0.069,0.196,0.845,-0.122,0.149
mkt-rf,0.9881,0.011,88.161,0.0,0.966,1.01
FX Factor,-0.0007,0.002,-0.33,0.742,-0.005,0.004
