,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0122,0.062,0.196,0.845,-0.11,0.135
mkt-rf,0.998,0.01,100.506,0.0,0.978,1.018
FX Factor,-0.0005,0.002,-0.202,0.84,-0.005,0.004
