,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0524,0.103,-0.51,0.61,-0.255,0.15
mkt-rf,1.011,0.016,61.62,0.0,0.979,1.043
FX Factor,0.0022,0.004,0.544,0.587,-0.006,0.01
