,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1256,0.196,-0.641,0.522,-0.511,0.26
mkt-rf,0.9859,0.017,57.446,0.0,0.952,1.02
FX Factor,0.0042,0.007,0.612,0.541,-0.009,0.018
