,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0376,0.093,-0.405,0.686,-0.22,0.145
mkt-rf,0.9855,0.008,121.144,0.0,0.969,1.002
FX Factor,0.0011,0.003,0.336,0.737,-0.005,0.008
