,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0567,0.047,-1.219,0.224,-0.148,0.035
mkt-rf,0.9969,0.008,131.122,0.0,0.982,1.012
FX Factor,0.0017,0.002,1.153,0.25,-0.001,0.005
