,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4001,0.299,-1.338,0.182,-0.989,0.189
mkt-rf,0.9894,0.026,37.75,0.0,0.938,1.041
FX Factor,0.0142,0.011,1.345,0.18,-0.007,0.035
