,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.4999,0.336,-1.488,0.138,-1.162,0.162
mkt-rf,0.991,0.029,33.654,0.0,0.933,1.049
FX Factor,0.0178,0.012,1.502,0.135,-0.006,0.041
