,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0768,0.123,-0.626,0.532,-0.318,0.165
mkt-rf,1.0158,0.02,51.851,0.0,0.977,1.054
FX Factor,0.0032,0.005,0.67,0.504,-0.006,0.013
