,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.2503,0.124,-2.012,0.045,-0.495,-0.005
mkt-rf,0.9827,0.011,90.152,0.0,0.961,1.004
FX Factor,0.0087,0.004,1.974,0.049,2.01e-05,0.017
