,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1298,0.093,-1.398,0.164,-0.313,0.053
mkt-rf,1.0359,0.022,46.882,0.0,0.992,1.079
FX Factor,0.0049,0.003,1.423,0.156,-0.002,0.012
