,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1196,0.073,-1.65,0.1,-0.262,0.023
mkt-rf,1.0237,0.012,88.351,0.0,1.001,1.046
FX Factor,0.005,0.003,1.749,0.082,-0.001,0.011
