,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0233,0.05,0.463,0.644,-0.076,0.123
mkt-rf,0.9951,0.008,123.54,0.0,0.979,1.011
FX Factor,-0.001,0.002,-0.481,0.631,-0.005,0.003
