,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.6951,0.325,-2.141,0.033,-1.335,-0.055
mkt-rf,0.9785,0.028,34.384,0.0,0.922,1.035
FX Factor,0.0247,0.011,2.151,0.032,0.002,0.047
