,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0539,0.065,-0.825,0.41,-0.183,0.075
mkt-rf,0.9976,0.011,93.478,0.0,0.977,1.019
FX Factor,0.0017,0.002,0.783,0.434,-0.003,0.006
