,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0241,0.128,-0.189,0.85,-0.276,0.227
mkt-rf,0.9904,0.02,48.528,0.0,0.95,1.031
FX Factor,0.0005,0.005,0.108,0.914,-0.009,0.01
