,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0103,0.123,0.083,0.934,-0.233,0.253
mkt-rf,0.9815,0.029,33.441,0.0,0.924,1.039
FX Factor,-0.0006,0.005,-0.135,0.892,-0.01,0.008
