,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0777,0.063,-1.235,0.218,-0.202,0.046
mkt-rf,1.0098,0.01,100.443,0.0,0.99,1.03
FX Factor,0.003,0.002,1.206,0.229,-0.002,0.008
