,coef,std err,t,P>|t|,[0.025,0.975]
const,0.5163,0.222,2.327,0.021,0.079,0.953
mkt-rf,0.9566,0.03,31.907,0.0,0.898,1.016
FX Factor,-0.018,0.008,-2.292,0.023,-0.033,-0.003
