,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0643,0.066,-0.971,0.333,-0.195,0.066
mkt-rf,1.0096,0.011,95.416,0.0,0.989,1.03
FX Factor,0.0026,0.003,0.974,0.331,-0.003,0.008
