,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0375,0.097,-0.388,0.698,-0.228,0.153
mkt-rf,0.9833,0.016,62.194,0.0,0.952,1.014
FX Factor,0.0008,0.003,0.256,0.798,-0.005,0.007
