,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0493,0.052,-0.945,0.346,-0.152,0.053
mkt-rf,1.0103,0.008,121.16,0.0,0.994,1.027
FX Factor,0.0021,0.002,1.003,0.317,-0.002,0.006
