,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1246,0.165,0.754,0.452,-0.201,0.45
mkt-rf,0.994,0.014,68.6,0.0,0.965,1.023
FX Factor,-0.0046,0.006,-0.782,0.435,-0.016,0.007
