,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1313,0.075,-1.742,0.083,-0.28,0.017
mkt-rf,1.0303,0.018,57.458,0.0,0.995,1.066
FX Factor,0.0049,0.003,1.744,0.082,-0.001,0.01
