,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1783,0.087,2.061,0.04,0.008,0.349
mkt-rf,0.9722,0.021,47.241,0.0,0.932,1.013
FX Factor,-0.0065,0.003,-2.022,0.044,-0.013,-0.0
