,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0962,0.065,-1.491,0.137,-0.223,0.031
mkt-rf,1.0174,0.015,66.276,0.0,0.987,1.048
FX Factor,0.0035,0.002,1.461,0.145,-0.001,0.008
