,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0847,0.051,-1.653,0.1,-0.186,0.016
mkt-rf,0.9932,0.008,118.67,0.0,0.977,1.01
FX Factor,0.0026,0.002,1.549,0.123,-0.001,0.006
