,coef,std err,t,P>|t|,[0.025,0.975]
const,0.1032,0.112,0.919,0.359,-0.118,0.324
mkt-rf,0.9782,0.018,54.499,0.0,0.943,1.014
FX Factor,-0.0044,0.004,-0.989,0.324,-0.013,0.004
