,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1012,0.09,-1.119,0.264,-0.279,0.077
mkt-rf,1.0103,0.022,46.974,0.0,0.968,1.053
FX Factor,0.0036,0.003,1.074,0.284,-0.003,0.01
