,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0389,0.1,0.39,0.697,-0.157,0.235
mkt-rf,0.9883,0.009,113.118,0.0,0.971,1.006
FX Factor,-0.0016,0.004,-0.459,0.647,-0.009,0.005
