,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0791,0.116,-0.679,0.498,-0.308,0.15
mkt-rf,1.0448,0.028,37.719,0.0,0.99,1.099
FX Factor,0.0034,0.004,0.785,0.433,-0.005,0.012
