,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.033,0.057,-0.576,0.565,-0.146,0.08
mkt-rf,1.0055,0.009,109.925,0.0,0.988,1.024
FX Factor,0.0013,0.002,0.588,0.557,-0.003,0.006
