,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0366,0.072,0.506,0.613,-0.106,0.179
mkt-rf,0.9878,0.017,57.429,0.0,0.954,1.022
FX Factor,-0.0014,0.003,-0.54,0.59,-0.007,0.004
