,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1586,0.13,-1.224,0.222,-0.414,0.097
mkt-rf,1.0468,0.031,33.972,0.0,0.986,1.107
FX Factor,0.006,0.005,1.251,0.212,-0.003,0.015
