,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.007,0.179,-0.039,0.969,-0.36,0.346
mkt-rf,0.9635,0.029,32.864,0.0,0.906,1.021
FX Factor,-0.0006,0.006,-0.104,0.918,-0.012,0.011
