,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0395,0.05,-0.794,0.428,-0.137,0.058
mkt-rf,1.0059,0.008,126.645,0.0,0.99,1.022
FX Factor,0.0016,0.002,0.796,0.427,-0.002,0.005
