,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0529,0.047,-1.122,0.263,-0.146,0.04
mkt-rf,0.9959,0.008,129.338,0.0,0.981,1.011
FX Factor,0.0016,0.002,1.062,0.289,-0.001,0.005
