,coef,std err,t,P>|t|,[0.025,0.975]
const,0.0371,0.08,0.465,0.642,-0.12,0.194
mkt-rf,0.9938,0.013,78.023,0.0,0.969,1.019
FX Factor,-0.0015,0.003,-0.466,0.642,-0.008,0.005
