,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0161,0.128,-0.125,0.9,-0.269,0.237
mkt-rf,1.0161,0.021,48.397,0.0,0.975,1.057
FX Factor,0.0009,0.004,0.221,0.825,-0.007,0.009
