,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.1169,0.392,-0.298,0.766,-0.89,0.656
mkt-rf,0.9796,0.034,28.497,0.0,0.912,1.047
FX Factor,0.0041,0.014,0.296,0.767,-0.023,0.031
