,coef,std err,t,P>|t|,[0.025,0.975]
const,-0.0264,0.095,-0.276,0.783,-0.214,0.162
mkt-rf,0.9877,0.016,63.292,0.0,0.957,1.018
FX Factor,0.0005,0.003,0.177,0.86,-0.006,0.007
